id,text,category,conf,envase,marca,modelo,tp,medida bolsa (bolsa),medida lt (litro),medida tableta (tableta),medida un (unidad1),medida un2 (unidad2),light,medida gr (gramo),sabor,alvacio,marinado,tamaño
1021273,aceite siglo de oro vegetal 5 l 4 unidades,Aceites,1.0,,,,,,5.0,,4.0,,,,,,,
1314810,aceite suazo oliva 12x500 ml,Aceites,1.0,,suazo,,,,,,,,,,,,,
967090,aceite cristal vegetal 500 cc unidad,Aceites,1.0,,cristal,,,,0.5,,,,,,,,,
1026489,aceite icb botella de 500 cc 12 unidades,,0.4,,,,,,,,,,,,,,,
1022751,aceite olivares don alberto oliva 1 l 1 l,Aceites,1.0,,,,,,1.0,,,,,,,,,
966741,aceite chef pepita de uva 1 l 6 unidades,Aceites,1.0,,chef,,,,1.0,,6.0,,,,,,,
1390206,aceite gold island vegetal 8 ml 300 unidades,Aceites,1.0,,,,,,0.008,,300.0,,,,,,,
1021179,aceite bogaris oliva extra virgen unidad,Aceites,1.0,,,,,,,,,,,,,,,
1021332,aceite osku oliva sachet 8cc 300 unidades,Aceites,1.0,,,,,,0.008,,300.0,,,,,,,
1022703,aceite valeria palma soya 18 lts 18 lts,,0.4,,,,,,,,,,,,,,,
967630,aceite interlagos oliva   500 ml,Aceites,1.0,,,,,,0.5,,,,,,,,,
1023099,aceite olivares don alberto bidon 5 litros litro,Aceites,1.0,bidon,,,,,,,,,,,,,,
1022905,aceite fritomac para freir 10 litros caja 2 unidades,,0.6,,,,,,,,,,,,,,,
969582,aceite talliani oliva extra virgen 500 cc 6 unidades,,0.4,,,,,,,,,,,,,,,
1137601,aceite cf aceite maravilla 5 litros,Aceites,1.0,,cf,,aceite maravilla,,,,,,,,,,,
1029635,aceite terrasanta oliva extra virgen 1l 6 unidades,Aceites,1.0,,,,,,1.0,,6.0,,,,,,,
966631,aceite castan oliva extra virgen 500 cc 12 unidades,,0.6,,,,,,,,,,,,,,,
967607,aceite ibian vegetal 1 l unidad,Aceites,1.0,,,,,,1.0,,,,,,,,,
1022590,aceite gastronomico gastronomico premium 10lt x 2unid,,0.2,,,,,,,,,,,,,,,
969581,aceite talliani oliva extra virgen 1 l 6 unidades,,0.4,,,,,,,,,,,,,,,
1022254,aceite kardamil aceite  unidad,Aceites,1.0,,,,,,,,,,,,,,,
966436,aceite borgel oliva extra virgen 500 cc unidad,Aceites,1.0,,,,,,0.5,,,,,,,,,
1022314,aceite chef maravilla 5 l 5 unidades,Aceites,1.0,,chef,,,,5.0,,5.0,,,,,,,
1022315,aceite chef maravilla 5 l 5 unidades,Aceites,1.0,,chef,,,,5.0,,5.0,,,,,,,
1022633,aderezo ensalada osku limoneta sachet 8cc 300 unidades,Salsas Y Condimentos,1.0,,,,aderezo ensalada,,0.008,,300.0,,,,,,,
1022636,aderezo ensalada osku vinagreta sachet 8cc 300 unidades,Salsas Y Condimentos,1.0,,,,aderezo ensalada,,0.008,,300.0,,,,,,,
1390207,aderezo ensalada gold island vinagreta 10 cc 300 unidades,Salsas Y Condimentos,1.0,,,,aderezo ensalada,,0.01,,300.0,,,,,,,
1039177,ketchup jb 1 kilo unidad,Salsas Y Condimentos,1.0,,jb,,,,,,,,,1000.0,,,,
1114989,ketchup traverso 1 k unidad,,0.6,,,,,,,,,,,,,,,
967664,ketchup jb bolsa 1 k,Salsas Y Condimentos,1.0,bolsa,jb,,,1,,,,,,,,,,
1022032,ketchup don juan bolsa de kilo  3 unidades,,0.6,,,,,,,,,,,,,,,
967496,ketchup hellmann's sachet 8 grs caja de 528 sachet unidad,Salsas Y Condimentos,1.0,,hellmann´s,,,,,,,,,8.0,,,,
1036804,ketchup hellmann's 2 kilos unidad,Salsas Y Condimentos,1.0,,hellmann´s,,,,,,,,,2000.0,,,,
1036802,ketchup jb 2 kilos unidad,Salsas Y Condimentos,1.0,,jb,,,,,,,,,2000.0,,,,
1026482,ketchup don juan bolsa 1 kilo 12 unidades,,0.6,,,,,,,,,,,,,,,
1022775,ketchup don juan ketchup don juan 12x1k 1 k,,0.6,,,,,,,,,,,,,,,
1022256,ketchup jb ketchup jb 100gr 100   grs x displey 18  uni,Salsas Y Condimentos,1.0,,jb,,,,,,,,,100.0,,,,
966623,ketchup carozzi bolsa doypack 1 k,,0.6,,,,,,,,,,,,,,,
1022457,ketchup carozzi ketchup sachet 10 gr caja 1500 unidades caja 1500 unidades,,0.2,,,,,,,,,,,,,,,
1036806,ketchup malloa 2 kilos unidad,Salsas Y Condimentos,1.0,,malloa,,,,,,,,,2000.0,,,,
1036800,ketchup jb 1 kilo 10 unidades,Salsas Y Condimentos,1.0,,jb,,,,,,10.0,,,1000.0,,,,
1022650,ketchup osku sachet 8g 300 unidades,Salsas Y Condimentos,1.0,,,,,,,,300.0,,,8.0,,,,
1022504,ketchup jb bolsa 6 unid,Salsas Y Condimentos,1.0,bolsa,jb,,,1,,,6.0,,,,,,,
1022641,ketchup carozzi ketchup bolsa 1150 gr unidad,,0.2,,,,,,,,,,,,,,,
1225718,ketchup jano caja 10 unidades en bolsas de 1 kg unidad,,0.2,,,,,,,,,,,,,,,
1023227,ketchup heinz botella 397 g,Salsas Y Condimentos,1.0,botella,,,,,,,,,,397.0,,,,
1144939,mayonesa jb 1 litro unidad,Salsas Y Condimentos,1.0,,jb,,mayonesa,,,,,,,,,,,
1027025,mayonesa hellmann's 800g con valvula unidad,Salsas Y Condimentos,1.0,,hellmann´s,,mayonesa,,,,,,,800.0,,,,
967498,mayonesa hellmann's  sachet 8 grs 528 unidades,Salsas Y Condimentos,1.0,,hellmann´s,,mayonesa,,,,528.0,,,8.0,,,,
968584,mayonesa nestle sandwichera 1 litro unidad,Salsas Y Condimentos,1.0,,,,mayonesa,,,,,,,,,,,
1022000,mayonesa maggi  sandwichera 1 litro  unidad,Salsas Y Condimentos,1.0,,maggi,,mayonesa,,,,,,,,,,,
967499,mayonesa hellmann's doypack 1 kilo unidad,Salsas Y Condimentos,1.0,doypack,hellmann´s,,mayonesa,,,,,,,1000.0,,,,
967506,mayonesa hellmann's light 1 kilo unidad,Salsas Y Condimentos,1.0,,hellmann´s,,mayonesa,,,,,,light,1000.0,,,,
1022507,mayonesa hellmann's bolsa 1 kilo 6 unidades,Salsas Y Condimentos,1.0,bolsa,hellmann´s,,mayonesa,1,,,6.0,,,1000.0,,,,
968208,mayonesa maggi light 1 kilo unidad,Salsas Y Condimentos,1.0,,maggi,,mayonesa,,,,,,light,1000.0,,,,
967497,mayonesa hellmann's sachet de 8 grs en caja de 528 sachet unidad,Salsas Y Condimentos,1.0,,hellmann´s,,mayonesa,,,,,,,8.0,,,,
1022592,mayonesa hellmann's 2lt 2lt x 6unid,Salsas Y Condimentos,1.0,,hellmann´s,,mayonesa,,2.0,,6.0,,,,,,,
1023063,mayonesa jb bolsa 1 kilo 10x 1 kilo,Salsas Y Condimentos,1.0,bolsa,jb,,mayonesa,1,,,,,,1000.0,,,,
1036808,mayonesa jb bolsa 1 kilo 10x 1 kilo,Salsas Y Condimentos,1.0,bolsa,jb,,mayonesa,1,,,,,,1000.0,,,,
1023038,mayonesa hellmann's mayonesa deli 10x1 lt 10x1lt,Salsas Y Condimentos,1.0,,hellmann´s,,mayonesa,,,,,,,,,,,
967657,mayonesa jb doypack 400 grs unidad,Salsas Y Condimentos,1.0,doypack,jb,,mayonesa,,,,,,,400.0,,,,
1036817,mayonesa hellmann's deli    2 kilos,Salsas Y Condimentos,1.0,,hellmann´s,,mayonesa,,,,,,,2000.0,,,,
967500,mayonesa hellmann's doypack 400 cc unidad,Salsas Y Condimentos,1.0,doypack,hellmann´s,,mayonesa,,0.4,,,,,,,,,
967505,mayonesa hellmann's libre de colesterol doypack 1 kilo unidad,Salsas Y Condimentos,1.0,doypack,hellmann´s,libre de colesterol,mayonesa,,,,,,,1000.0,,,,
1152696,mayonesa hellmann's doypack 400 cc 12 unidades,Salsas Y Condimentos,1.0,doypack,hellmann´s,,mayonesa,,0.4,,12.0,,,,,,,
967663,mayonesa jano bolsa 1 kilo unidad,Salsas Y Condimentos,1.0,bolsa,jano,,mayonesa,1,,,,,,1000.0,,,,
967509,mayonesa hellmann's light 800 grs unidad,Salsas Y Condimentos,1.0,,hellmann´s,,mayonesa,,,,,,light,800.0,,,,
1036809,mayonesa jb 2 kilos unidad,Salsas Y Condimentos,1.0,,jb,,mayonesa,,,,,,,2000.0,,,,
967656,mayonesa jb 2 kilos unidad,Salsas Y Condimentos,1.0,,jb,,mayonesa,,,,,,,2000.0,,,,
1021595,mayonesa don juan bolsa 1 kilo 6 unidades,,0.6,,,,,,,,,,,,,,,
1152698,mayonesa jb doypack 400 grs 12 unidades,Salsas Y Condimentos,1.0,doypack,jb,,mayonesa,,,,12.0,,,400.0,,,,
1022224,mayonesa hellmann's 2 kilos 6 unidades,Salsas Y Condimentos,1.0,,hellmann´s,,mayonesa,,,,6.0,,,2000.0,,,,
1022790,mayonesa don juan mayonesa casera 12x1l 12x1lt,,0.6,,,,,,,,,,,,,,,
1028424,mayonesa kraft real mayo 887 mls unidad,Salsas Y Condimentos,1.0,,kraft,,mayonesa,,0.887,,,,,,,,,
1022644,mayonesa osku sachet 8cc 300 unidades,Salsas Y Condimentos,1.0,,,,mayonesa,,0.008,,300.0,,,,,,,
1036812,mayonesa hellmann's bolsa 1 kilo 10x1lt,Salsas Y Condimentos,1.0,bolsa,hellmann´s,,mayonesa,1,,,,,,1000.0,,,,
1021350,mayonesa nestle sandwichera 1 litro caja de 12 unidades,,0.2,,,,,,,,,,,,,,,
1225719,mayonesa agrosilva caja 12 unidades en bolsas de 925 gr unidad,,0.6,,,,,,,,,,,,,,,
1026484,mayonesa don juan tradicional 1 kilo 12 unidades,,0.6,,,,,,,,,,,,,,,
1114932,mayonesa don juan casera 1 kilo 12 unidades,,0.6,,,,,,,,,,,,,,,
967501,mayonesa hellmann's doypack 500 cc 6 unidades,Salsas Y Condimentos,1.0,doypack,hellmann´s,,mayonesa,,0.5,,6.0,,,,,,,
1362217,mayonesa carozzi 1 k 10 unidades,,0.6,,,,,,,,,,,,,,,
968456,mayonesa natura doypack 1 kilo 8 unidades,Salsas Y Condimentos,1.0,doypack,,,mayonesa,,,,8.0,,,1000.0,,,,
967659,mayonesa jb sobre 80 grs 24 unidades,Salsas Y Condimentos,1.0,sobre,jb,,mayonesa,,,,24.0,,,80.0,,,,
1101306,mayonesa hellmann's salsa  tartara 10 x 1kg,Salsas Y Condimentos,1.0,,hellmann´s,,mayonesa,,,,,,,1000.0,,,,
1036815,mayonesa hellmann's 2 kilos unidad,Salsas Y Condimentos,1.0,,hellmann´s,,mayonesa,,,,,,,2000.0,,,,
1023055,mayonesa hellmann's mayonesa supreme 15x887 1x887 grs,Salsas Y Condimentos,1.0,,hellmann´s,supreme,mayonesa,,,,,,,,,,,
1114988,mostaza traverso 1 k  unidad,Salsas Y Condimentos,1.0,,traverso,,mostaza,,,,,,,,,,,
1129574,mostaza jb bolsa 1 kilo unidad,Salsas Y Condimentos,1.0,bolsa,jb,,mostaza,1,,,,,,1000.0,,,,
1026485,mostaza don juan institucional 1 kilo 12 unidades,,0.6,,,,,,,,,,,,,,,
1036798,mostaza hellmann's 1 kilo 10 unidades,Salsas Y Condimentos,1.0,,hellmann´s,,mostaza,,,,10.0,,,1000.0,,,,
1036797,mostaza jb bolsa 1 kg 10 unidades,Salsas Y Condimentos,1.0,bolsa,jb,,mostaza,1,,,10.0,,,1000.0,,,,
967512,mostaza hellmann's sachet de 8 grs en caja de 528 sachet unidad,,0.8,,,,,,,,,,,,,,,
1182023,mostaza jano bolsa de 1k 10 unidades por caja,,0.6,,,,,,,,,,,,,,,
1022912,mostaza don juan mostaza 12x1k 1 k,,0.6,,,,,,,,,,,,,,,
1110709,mostaza don juan sobre caja 72 unidades,,0.6,,,,,,,,,,,,,,,
1022260,mostaza jb mostaza jb 100gr 100 grs  x  18  unidades,Salsas Y Condimentos,1.0,,jb,,mostaza,,,,18.0,,,100.0,,,,
1028633,mostaza jb bolsa 1 kg x 12 unidades,Salsas Y Condimentos,1.0,bolsa,jb,,mostaza,1,,,12.0,,,1000.0,,,,
1022653,mostaza osku sachet 8g 300 unidades,Salsas Y Condimentos,1.0,,,,mostaza,,,,300.0,,,8.0,,,,
1026997,"agua mineral cachantun con gas 1,6 l 12 unidades",Aguas,1.0,,cachantun,,,,1.6,,12.0,,,,,,,
966388,"agua mineral benedictino con gas 1,5 l  6 unidades",Aguas,1.0,,benedictino,,,,1.5,,6.0,,,,,,,
966396,"agua mineral benedictino sin gas 1,5 l unidad",Aguas,1.0,,benedictino,,,,1.5,,,,,,,,,
966635,agua mineral ccu con gas cachantun 500 cc 6 unidades,Aguas,1.0,,cachantun,,,,0.5,,6.0,,,,,,,
966642,agua mineral ccu sin gas cachantun 500 cc 6 unidades,Aguas,1.0,,cachantun,,,,0.5,,6.0,,,,,,,
966685,agua mineral ccu sin gas cachantun 500 cc unidad,Aguas,1.0,,cachantun,,,,0.5,,,,,,,,,
966391,"agua mineral benedictino sin gas 1,5 l 6 unidades",Aguas,1.0,,benedictino,,,,1.5,,6.0,,,,,,,
966210,"agua mineral andina sin gas vital 1,6 l 6 unidades",Aguas,1.0,,vital,,,,1.6,,6.0,,,,,,,
1027003,agua mineral cachantun sin gas 16 l 12 unidades,Aguas,1.0,,cachantun,,,,16.0,,12.0,,,,,,,
966636,"agua mineral ccu light gas cachantun 1,6 l 6 unidades",Aguas,1.0,,cachantun,,,,1.6,,6.0,,light,,,,,
966640,"agua mineral ccu sin gas cachantun 1,6 l 6 unidades",Aguas,1.0,,cachantun,,,,1.6,,6.0,,,,,,,
966209,agua mineral andina con gas vital 600 cc 6 unidades,Aguas,1.0,,vital,,,,0.6,,6.0,,,,,,,
966208,"agua mineral andina con gas vital 1,6 l 6 unidades",Aguas,1.0,,vital,,,,1.6,,6.0,,,,,,,
966633,"agua mineral ccu con gas cachantun 1,6 l 6 unidades",Aguas,1.0,,cachantun,,,,1.6,,6.0,,,,,,,
1027001,agua mineral vital con gas 600 cc 12 unidades,Aguas,1.0,,vital,,,,0.6,,12.0,,,,,,,
966227,agua mineral andina con gas vital 600 cc unidad,Aguas,1.0,,vital,,,,0.6,,,,,,,,,
966676,"agua mineral ccu con gas cachantun 1,6 l unidad",Aguas,1.0,,cachantun,,,,1.6,,,,,,,,,
966683,"agua mineral ccu sin gas cachantun 1,6 l unidad",Aguas,1.0,,cachantun,,,,1.6,,,,,,,,,
1027000,agua mineral cachantun con gas 500cc 12 unidades,Aguas,1.0,,cachantun,,,,0.5,,12.0,,,,,,,
1022974,agua mineral cachantun sin /gas de 6 litros 4 unidades,Aguas,1.0,,cachantun,,,,,,4.0,,,,,,,
966390,agua mineral benedictino con gas 500 cc 6 unidades,Aguas,1.0,,benedictino,,,,0.5,,6.0,,,,,,,
969660,agua mineral vital sin gas 600 cc unidad,Aguas,1.0,,vital,,,,0.6,,,,,,,,,
966225,"agua mineral andina con gas vital 1,6 l unidad",Aguas,1.0,,vital,,,,1.6,,,,,,,,,
966228,"agua mineral andina sin gas vital 1,6 l unidad",Aguas,1.0,,vital,,,,1.6,,,,,,,,,
966226,"agua mineral andina con gas vital 2,3 l unidad",Aguas,1.0,,vital,,,,2.3,,,,,,,,,
1332190,agua mineral vital con gas 600 cc unidad,Aguas,1.0,,vital,,,,0.6,,,,,,,,,
1027004,agua mineral cachantun sin gas 500 cc 12 unidades,Aguas,1.0,,cachantun,,,,0.5,,12.0,,,,,,,
969135,"agua mineral soprole next con gas biobalance 1,5 l 6 unidades",Aguas,1.0,,next,,,,1.5,,6.0,,,,,,,
1027006,agua mineral vital sin gas 16 l 12 unidades,Aguas,1.0,,vital,,,,16.0,,12.0,,,,,,,
966397,agua mineral benedictino sin gas 2 l unidad,Aguas,1.0,,benedictino,,,,2.0,,,,,,,,,
966439,agua mineral cachantun sin gas 5 litros 2 unidades,Aguas,1.0,,cachantun,,,,,,2.0,,,,,,,
1026998,agua mineral vital con gas 16 l 12 unidades,Aguas,1.0,,vital,,,,16.0,,12.0,,,,,,,
1021481,agua mineral ccu pure life 5 litros ,Aguas,1.0,,,pure life,,,,,,,,,,,,
966231,agua mineral andina sin gas vital 600 cc unidad,Aguas,1.0,,vital,,,,0.6,,,,,,,,,
966211,agua mineral andina sin gas vital 600 cc 6 unidades,Aguas,1.0,,vital,,,,0.6,,6.0,,,,,,,
966394,agua mineral benedictino con gas 2 l unidad,Aguas,1.0,,benedictino,,,,2.0,,,,,,,,,
966392,agua mineral benedictino sin gas 2 l 6 unidades,Aguas,1.0,,benedictino,,,,2.0,,6.0,,,,,,,
1029038,agua mineral mc cola  2 litros  pack 6 unidades ,Aguas,1.0,,,,,,,,6.0,,,,,,,
1027005,agua mineral vital sin gas 600 cc 12 unidades,Aguas,1.0,,vital,,,,0.6,,12.0,,,,,,,
1107027,agua mineral puyehue sin gas 12 x 500,Aguas,1.0,,puyehue,,,,,,,,,,,,,
969659,agua mineral vital agua mineral sin gas 5 l,Aguas,1.0,,vital,,agua mineral sin gas,,5.0,,,,,,,,,
969153,"agua mineral soprole next sin gas biobalance 1,5 l unidad",Aguas,1.0,,next,,,,1.5,,,,,,,,,
966641,agua mineral ccu sin gas cachantun 5 l 6 unidades,Aguas,1.0,,cachantun,,,,5.0,,6.0,,,,,,,
966389,agua mineral benedictino con gas 2 l 6 unidades,Aguas,1.0,,benedictino,,,,2.0,,6.0,,,,,,,
1107035,agua mineral puyehue  con gas 12 x 500,Aguas,1.0,,puyehue,,,,,,,,,,,,,
966395,agua mineral benedictino con gas 500 cc unidad,Aguas,1.0,,benedictino,,,,0.5,,,,,,,,,
1224660,agua mineral benedictino con gas 500 cc unidad,Aguas,1.0,,benedictino,,,,0.5,,,,,,,,,
1022973,agua mineral cachantun bidon 6 litros s/gas 4 unidades,Aguas,1.0,bidon,cachantun,,,,,,4.0,,,,,,,
966680,agua mineral ccu light gas cachantun 500 cc unidad,Aguas,1.0,,cachantun,,,,0.5,,,,light,,,,,
966229,"agua mineral andina sin gas vital 2,3 l unidad",Aguas,1.0,,vital,,,,2.3,,,,,,,,,
966679,"agua mineral ccu light gas cachantun 1,6 l unidad",Aguas,1.0,,cachantun,,,,1.6,,,,light,,,,,
1107031,"agua mineral puyehue con gas 6 x 1,5 litros",Aguas,1.0,,puyehue,,,,,,,,,,,,,
966230,agua mineral andina sin gas vital 5 l unidad,Aguas,1.0,,vital,,,,5.0,,,,,,,,,
1107032,"agua mineral puyehue sin gas 6 x 1,5 litros",Aguas,1.0,,puyehue,,,,,,,,,,,,,
1026999,agua mineral cachantun con gas 250cc 12 unidades,Aguas,1.0,,cachantun,,,,0.25,,12.0,,,,,,,
1027002,agua mineral cachantun con gas light 500 cc 12 unidades,Aguas,1.0,,cachantun,,,,0.5,,12.0,,light,,,,,
969151,"agua mineral soprole next con gas biobalance 1,5 l unidad",Aguas,1.0,,next,,,,1.5,,,,,,,,,
969152,agua mineral soprole next con gas biobalance 500 cc unidad,Aguas,1.0,,next,,,,0.5,,,,,,,,,
1107033,agua mineral puyehue  con  gas 12 x 330 ,Aguas,1.0,,puyehue,,,,,,,,,,,,,
1107034,agua mineral puyehue sin gas 12 x 330 ,Aguas,1.0,,puyehue,,,,,,,,,,,,,
1107024,"agua mineral puyehue light gas 6 x 1,5 litros",Aguas,1.0,,puyehue,,,,,,,,light,,,,,
969595,agua mineral the company basic sin gas 500 cc unidad,Aguas,1.0,,,,,,0.5,,,,,,,,,
966637,agua mineral ccu light gas cachantun 500 cc 6 unidades,Aguas,1.0,,cachantun,,,,0.5,,6.0,,light,,,,,
1221381,agua mineral vital 330cc unidad,Aguas,1.0,,vital,,,,0.33,,,,,,,,,
1224659,agua mineral benedictino sin gas 500 cc unidad,Aguas,1.0,,benedictino,,,,0.5,,,,,,,,,
1021877,"agua mineral nestle con gas 1,5 l  unidad",Aguas,1.0,,nestle,,,,1.5,,,,,,,,,
966684,agua mineral ccu sin gas cachantun 5 l unidad,Aguas,1.0,,cachantun,,,,5.0,,,,,,,,,
1234588,agua mineral eden 2 litros con gas pack de 6 unidades,Aguas,1.0,,,,,,,,6.0,,,,,,,
1234592,agua mineral eden 500 cc con gas unidad,Aguas,1.0,,,,,,0.5,,,,,,,,,
966677,"agua mineral ccu con gas cachantun 2,25 l unidad",Aguas,1.0,,cachantun,,,,2.25,,,,,,,,,
966634,"agua mineral ccu con gas cachantun 2,25 l 6 unidades",Aguas,1.0,,cachantun,,,,2.25,,6.0,,,,,,,
1107029,agua mineral puyehue con gas 12 x 750,Aguas,1.0,,puyehue,,,,,,,,,,,,,
1107028,agua mineral puyehue light gas 12 x 500,Aguas,1.0,,puyehue,,,,,,,,light,,,,,
1234593,agua mineral eden 500 cc sin gas unidad,Aguas,1.0,,,,,,0.5,,,,,,,,,
1221377,agua mineral vital 330cc sin gas unidad,Aguas,1.0,,vital,,,,0.33,,,,,,,,,
969592,agua mineral the company basic light gas 500 cc unidad,Aguas,1.0,,,,,,0.5,,,,light,,,,,
969593,"agua mineral the company basic sin gas 1,5 l unidad",Aguas,1.0,,,,,,1.5,,,,,,,,,
1234601,agua mineral eden 5 litros sin gas unidad,Aguas,1.0,,,,,,,,,,,,,,,
1022954,"agua mineral ccu agua mineral pure 15 6 unidades  1,5",Aguas,1.0,,,,,,,,6.0,,,,,,,
1021354,agua mineral ccu cachantun con gas 250 cc unidad,Aguas,1.0,,cachantun,,,,0.25,,,,,,,,,
1021482,agua mineral ccu pure life 5 litros unidad,Aguas,1.0,,,pure life,,,,,,,,,,,,
967300,agua mineral dufour sin gas 5 litros 4 unidades,Aguas,1.0,,,,,,,,4.0,,,,,,,
1107030,agua mineral puyehue sin gras 12 x 750,Aguas,1.0,,puyehue,,,,,,,,,,,,,
1220689,agua mineral ccu cachantun 350cc sin gas unidad,Aguas,1.0,,cachantun,,,,0.35000000000000003,,,,,,,,,
1221376,agua mineral ccu cachantun 350cc individual retornable con gas unidad,Aguas,1.0,,cachantun,,,,0.35000000000000003,,,,,,,,,
1101682,agua mineral nestle agua mineral con gas  500cc unidad ,Aguas,1.0,,nestle,,agua mineral con gas,,0.5,,,,,,,,,
1137201,agua mineral jahuel sin gas 500 cc 12 unidades,Aguas,1.0,,jahuel,,,,0.5,,12.0,,,,,,,
1377783,agua mineral rio cristal 1500 cc 6 unidades,Aguas,1.0,,,,,,1.5,,6.0,,,,,,,
1234586,"agua mineral eden 1,5 litros con gas pack 6 unidades",Aguas,1.0,,,,,,,,6.0,,,,,,,
1221383,agua mineral vital 350cc unidad,Aguas,1.0,,vital,,,,0.35000000000000003,,,,,,,,,
1152616,agua purificada manantial bidon 20 litros 5 unidades,,0.6,,,,,,,,,,,,,,,
1144945,agua purificada aconcagua botellon 20 litros,,0.8,,,,,,,,,,,,,,,
1022514,agua purificada bellacqua botellon 20 litros,,0.8,,,,,,,,,,,,,,,
966387,agua purificada benedictino natural 500 cc,Aguas,1.0,,benedictino,,,,0.5,,,,,,,,,
1023267,agua purificada acqualight natural  20 litros,,0.4,,,,,,,,,,,,,,,
1023281,agua purificada acqualight natural  20 litros,,0.4,,,,,,,,,,,,,,,
1023270,agua purificada acqualight natural  12 litros,,0.4,,,,,,,,,,,,,,,
1027007,agua purificada benedictino natural sin gas 500 cc 12 unidades,Aguas,1.0,,benedictino,,,,0.5,,12.0,,,,,,,
1027008,agua purificada benedictino natural con gas 500 cc 12 unidades,Aguas,1.0,,benedictino,,,,0.5,,12.0,,,,,,,
1023275,agua purificada acqualight natural  5 litros,,0.4,,,,,,,,,,,,,,,
1234307,agua purificada nestle pure life sin gas bidon 6 litros 4 unidades,Aguas,1.0,bidon,nestle,pure life,,,,,4.0,,,,,,,
1021766,agua purificada manantial natural  20 l,,0.4,,,,,,,,,,,,,,,
1144940,agua purificada aconcagua recarga  20 litros,Aguas,1.0,,,recarga,,,,,,,,,,,,
1152615,agua purificada manantial bidon 20 litros 10 unidades,,0.6,,,,,,,,,,,,,,,
1040226,"agua purificada benedictino sin gas, bidon desechable 6 litros",Aguas,1.0,bidon,benedictino,,,,,,,,,,,,,
1040228,"agua purificada benedictino sin gas, 1500 cc 12 unidades",Aguas,1.0,,benedictino,,,,1.5,,12.0,,,,,,,
1021441,agua purificada late! sin gas 500cc 6 unidades,Aguas,1.0,,,,,,0.5,,6.0,,,,,,,
1021447,agua purificada late! agua purificada late! sin gas 2lts 6 unidades,Aguas,1.0,,,,,,2.0,,6.0,,,,,,,
1110617,agua purificada producto lrs agua purificada producto lrs reposicion bidon 20 litros en pack 10 unid,Aguas,1.0,bidon,,,,,,,10.0,,,,,,,
1110618,agua purificada producto lrs agua purificada producto lrs bidon 20 litros en pack 5 unidades,Aguas,1.0,bidon,,,,,,,5.0,,,,,,,
1021449,agua purificada late! agua purificada late! con gas 2lts 6 unidades,Aguas,1.0,,,,,,2.0,,6.0,,,,,,,
1292788,agua purificada dufour sin gas 6 l pack de 2 unidades,,0.8,,,,,,,,,,,,,,,
1376448,agua purificada talagante 5 litros unidad,,0.8,,,,,,,,,,,,,,,
1021442,agua purificada late! agua purificada late! con gas 500 cc 6 unidades,,0.8,,,,,,,,,,,,,,,
1163547,agua purificada manantial vaso con agua de 250 cc caja 48 unidades,,0.2,,,,,,,,,,,,,,,
1163546,agua purificada manantial vaso con agua de 250 cc caja 32 unidades,,0.2,,,,,,,,,,,,,,,
1376449,agua purificada talagante 10 litros unidad,,0.8,,,,,,,,,,,,,,,
1163548,agua purificada manantial vaso con agua de 120 cc caja 72 unidades,,0.2,,,,,,,,,,,,,,,
1040227,"agua purificada benedictino sin gas, bidon 6 lts 6 unidades",Aguas,1.0,bidon,benedictino,,,,6.0,,6.0,,,,,,,
1022890,agua purificada aldis mc life bidon 5 litros unidad,Aguas,1.0,bidon,,,,,,,,,,,,,,
1022888,agua purificada aldis mc life sin gas 3000 cc  unidad,Aguas,1.0,,,,,,3.0,,,,,,,,,
1180122,agua purificada 8 vertientes sin gas botella desechable 500cc 24 unidades,Aguas,1.0,botella,,,,,0.5,,24.0,,,,,,,
1152011,agua purificada cachantun  agua bidon 6 litros  unidad ,Aguas,1.0,bidon,cachantun,,,,,,,,,,,,,
1234303,agua purificada nestle pure life con gas 500cc 12 unidades,Aguas,1.0,,nestle,pure life,,,0.5,,12.0,,,,,,,
1022886,agua purificada aldis mc life sin gas 2000 cc unidad,Aguas,1.0,,,,,,2.0,,,,,,,,,
1330579,agua purificada bellacqua botellon desechable 10 lt unidad,,0.8,,,,,,,,,,,,,,,
1022882,agua purificada aldis mc life sin gas 500 cc,Aguas,1.0,,,,,,0.5,,,,,,,,,
966674,agua saborizada ccu cachantun mas sabor manzana sin gas 15 l pack 6 unidades,Aguas,1.0,,cachantun,mas,agua saborizada,,15.0,,6.0,,,,manzana,,,
966675,agua saborizada ccu cachantun mas sabor pera sin gas 15 l pack 6 unidades,Aguas,1.0,,cachantun,mas,agua saborizada,,15.0,,6.0,,,,pera,,,
966695,agua saborizada ccu cachantun sabor citrus pomelo 500 cc unidad,Aguas,1.0,,cachantun,,agua saborizada,,0.5,,,,,,pomelo,,,
966647,agua saborizada ccu cachantun sabor citrus durazno 500 cc 6 unidades,Aguas,1.0,,cachantun,,agua saborizada,,0.5,,6.0,,,,durazno,,,
966671,agua saborizada ccu cachantun mas sabor manzana sin gas 500 cc pack 12 unidades,Aguas,1.0,,cachantun,mas,agua saborizada,,0.5,,12.0,,,,manzana,,,
966672,agua saborizada ccu cachantun mas sabor pera sin gas 500cc pack 12 unidades,Aguas,1.0,,cachantun,mas,agua saborizada,,0.5,,12.0,,,,pera,,,
1333103,agua saborizada aquarius sabor pera 15 l unidad,Aguas,1.0,,aquarius,,agua saborizada,,15.0,,,,,,pera,,,
