id,text,category,conf,envase,marca,modelo,tp,medida bolsa (bolsa),medida lt (litro),medida tableta (tableta),medida un (unidad1),medida un2 (unidad2),light,medida gr (gramo),sabor,alvacio,marinado,tamaño
1023050,helado bresler magnum almendras caja de 20 unidades cada una,"Hielo,Helados Y Postres",1.0,caja,bresler,,helado,,,,20.0,,,,,,,
1023075,helado bresler magnum menta de 115 ml cahja de 16 unidades cada una,"Hielo,Helados Y Postres",1.0,,bresler,,helado,,0.115,,16.0,,,,,,,
1023080,helado bresler helado paleta pata pata cajas de 24 unidades cada una,"Hielo,Helados Y Postres",1.0,paleta,bresler,,helado,,,,24.0,,,,,,,
1023087,helado bresler helado paleta piola cajas de 30 unidades cada una de 60 ml,"Hielo,Helados Y Postres",1.0,paleta,bresler,,helado,,0.06,,30.0,,,,,,,
1023092,helado bresler helado paleta choco de 70 ml cajd de 20 unidades,"Hielo,Helados Y Postres",1.0,paleta,bresler,,helado,,0.07,,20.0,,,,,,,
1023108,helado bresler helado paleta de leche condensada caja de 30 unidades,"Hielo,Helados Y Postres",1.0,caja; paleta,bresler,leche,helado,,,,30.0,,,,,,,
1023140,helado bresler helado corazones bresler de 65 ml caja de 24 unidades cada una,"Hielo,Helados Y Postres",1.0,caja,bresler,,helado,,0.065,,24.0,,,,,,,
1023146,helado bresler helado paleta pintamono 60 ml caja de 30 unidades cada una ,"Hielo,Helados Y Postres",1.0,caja; paleta,bresler,,helado,,0.06,,30.0,,,,,,,
1023149,helado bresler fruttare paleta pina caja de 30 unidades de 60 ml,"Hielo,Helados Y Postres",1.0,caja; paleta,bresler,,helado,,0.06,,30.0,,,,piña,,,
1023151,helado bresler fruttare paleta de frutilla caja de 30 unidades cada una ,"Hielo,Helados Y Postres",1.0,caja; paleta,bresler,,helado,,,,30.0,,,,frutilla,,,
1023156,helado bresler fruttare coco  caja de 30 unidades,"Hielo,Helados Y Postres",1.0,caja,bresler,,helado,,,,30.0,,,,,,,
1023158,helado bresler fruttare uva caja de 30 unidades cada una,"Hielo,Helados Y Postres",1.0,caja,bresler,,helado,,,,30.0,,,,,,,
1023163,helado bresler corneto cup chocolate crema caja de 17 unidades cada una,"Hielo,Helados Y Postres",1.0,caja,bresler,crema,helado,,,,17.0,,,,chocolate,,,
1023168,helado bresler corneto mora crema 190 ml caja de 17 unidades cada una,"Hielo,Helados Y Postres",1.0,caja,bresler,crema,helado,,0.19,,17.0,,,,mora,,,
1023171,helado bresler corneto cup frambuesa crema caja de 17 unidades cada una,"Hielo,Helados Y Postres",1.0,caja,bresler,crema,helado,,,,17.0,,,,frambuesa,,,
1023198,helado bresler cornetto cono chocolate almendras cajas de 17 unidades cada una de 120 ml,"Hielo,Helados Y Postres",1.0,,bresler,,helado,,0.12,,17.0,,,,chocolate,,,
1023201,helado bresler corneto cono tres leches de 120 ml caja de 17 unidades cada una,,0.6,,,,,,,,,,,,,,,
1023204,helado bresler corneto cono manjar caja de 17 unidades cada una de 120 ml,"Hielo,Helados Y Postres",1.0,caja,bresler,,helado,,0.12,,17.0,,,,manjar,,,
1023186,helado bresler bresler trisabor 1 litro cajas de 6 unidades de 1 litro cada una,"Hielo,Helados Y Postres",1.0,,bresler,,helado,,,,6.0,,,,trisabor,,,
1021067,helado savory bote sahne nuss 4800 cc unidad,,0.8,,,,,,,,,,,,,,,
1021068,helado savory bote la cremeria 3 leches unidad,"Hielo,Helados Y Postres",1.0,,savory,,helado,,,,,,,,,,,
1119235,helado fruna vaso kimbo caja 24 unidades,,0.2,,,,,,,,,,,,,,,
1163934,postre refrigerado colun flan sabor chocolate 100 grs unidad,"Hielo,Helados Y Postres",1.0,,colun,flan,postre refrigerado,,,,,,,100.0,chocolate,,,
966873,postre refrigerado colun yoghurt mix con hojuelas de chocolate 140 grs unidad,"Hielo,Helados Y Postres",1.0,,colun,,postre refrigerado,,,,,,,140.0,chocolate,,,
969221,postre refrigerado soprole flan caramelo 120 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,flan,postre refrigerado,,,,,,,120.0,caramelo,,,
969222,postre refrigerado soprole flan chocolate 120 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,flan,postre refrigerado,,,,,,,120.0,chocolate,,,
969223,postre refrigerado soprole flan vainilla 120 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,flan,postre refrigerado,,,,,,,120.0,vainilla,,,
1076238,postre refrigerado colun jalea naranja 100 grs unidad,"Hielo,Helados Y Postres",1.0,,colun,jalea,postre refrigerado,,,,,,,100.0,naranja,,,
966867,postre refrigerado colun jalea naranja 100 grs unidad,"Hielo,Helados Y Postres",1.0,,colun,jalea,postre refrigerado,,,,,,,100.0,naranja,,,
1163935,postre refrigerado colun flan sabor vainilla 100 grs unidad,"Hielo,Helados Y Postres",1.0,,colun,flan,postre refrigerado,,,,,,,100.0,vainilla,,,
1076240,postre refrigerado colun jalea limon 100 grs unidad,"Hielo,Helados Y Postres",1.0,,colun,jalea,postre refrigerado,,,,,,,100.0,limon,,,
966866,postre refrigerado colun jalea limon 100 grs unidad,"Hielo,Helados Y Postres",1.0,,colun,jalea,postre refrigerado,,,,,,,100.0,limon,,,
1111663,postre refrigerado nestle flan nestle chocolate 120 grs unidad,"Hielo,Helados Y Postres",1.0,,nestle,flan,postre refrigerado,,,,,,,120.0,chocolate,,,
966864,postre refrigerado colun jalea frambuesa 100 grs unidad,"Hielo,Helados Y Postres",1.0,,colun,jalea,postre refrigerado,,,,,,,100.0,frambuesa,,,
1113094,postre refrigerado colun flan manjar pote unidad,"Hielo,Helados Y Postres",1.0,pote,colun,flan,postre refrigerado,,,,,,,,manjar,,,
969224,postre refrigerado soprole jalea guinda 120 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,jalea,postre refrigerado,,,,,,,120.0,guinda,,,
969235,postre refrigerado soprole semola con leche caramelo 150 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,leche,postre refrigerado,,,,,,,150.0,caramelo,,,
969225,postre refrigerado soprole jalea naranja 120 gr unidad,"Hielo,Helados Y Postres",1.0,,soprole,jalea,postre refrigerado,,,,,,,120.0,naranja,,,
1076235,postre refrigerado colun crema sabor chocolate unidad,"Hielo,Helados Y Postres",1.0,,colun,crema,postre refrigerado,,,,,,,,chocolate,,,
1076231,postre refrigerado colun crema sabor vainilla unidad,"Hielo,Helados Y Postres",1.0,,colun,crema,postre refrigerado,,,,,,,,vainilla,,,
969238,postre refrigerado soprole semola con leche mora 150 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,leche,postre refrigerado,,,,,,,150.0,mora,,,
969219,postre refrigerado soprole compota manzana 120 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,,postre refrigerado,,,,,,,120.0,,,,
969220,postre refrigerado soprole compota pera 120 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,,postre refrigerado,,,,,,,120.0,,,,
1101735,postre refrigerado nestle semola con leche caramelo 135 grs 36 unidades,"Hielo,Helados Y Postres",1.0,,nestle,leche,postre refrigerado,,,,36.0,,,135.0,caramelo,,,
969218,postre refrigerado soprole compota durazno 120 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,,postre refrigerado,,,,,,,120.0,durazno,,,
969237,postre refrigerado soprole semola con leche frambuesa 150 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,leche,postre refrigerado,,,,,,,150.0,frambuesa,,,
1246949,postre refrigerado el vergel frutalista durazno trocitos 0% azucar 113 gramos 24 unidades,"Hielo,Helados Y Postres",1.0,,el vergel,,postre refrigerado,,,,24.0,,,113.0,durazno,,,
969226,postre refrigerado soprole leche asada 120 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,leche; leche asada,postre refrigerado,,,,,,,120.0,,,,
969236,postre refrigerado soprole semola con leche damasco 150 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,leche,postre refrigerado,,,,,,,150.0,damasco,,,
1163666,postre refrigerado indalimentos jalea light/diet de frambuesa 120g caja de 24 unidades,,0.8,,,,,,,,,,,,,,,
969227,postre refrigerado soprole manjarate 125 cc unidad,"Hielo,Helados Y Postres",1.0,,soprole,,postre refrigerado,,0.125,,,,,,,,,
966871,postre refrigerado colun postre de crema sabor chocolate  unidad,"Hielo,Helados Y Postres",1.0,,colun,crema,postre refrigerado,,,,,,,,chocolate,,,
966872,postre refrigerado colun postre de crema sabor vainilla unidad,"Hielo,Helados Y Postres",1.0,,colun,crema,postre refrigerado,,,,,,,,vainilla,,,
1022747,postre refrigerado indalimentos jalea guinda con fruta 24 x 120g,"Hielo,Helados Y Postres",1.0,,,jalea,postre refrigerado,,,,,,,120.0,guinda,,,
1163674,postre refrigerado indalimentos postre cremoso sabor cheese cake c/salsa 130g caja de 24 unidades,,0.6,,,,,,,,,,,,,,,
969217,postre refrigerado soprole arroz con leche 130 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,leche,postre refrigerado,,,,,,,130.0,,,,
1022811,postre refrigerado indalimentos mousse de manjar/chocolate 24 x 90g,"Hielo,Helados Y Postres",1.0,,,,postre refrigerado,,,,,,,90.0,chocolate; manjar,,,
969228,postre refrigerado soprole manjarate al verre 125 cc unidad,"Hielo,Helados Y Postres",1.0,,soprole,,postre refrigerado,,0.125,,,,,,,,,
1022745,postre refrigerado indalimentos jalea frutilla con fruta 24 x 120g,"Hielo,Helados Y Postres",1.0,,,jalea,postre refrigerado,,,,,,,120.0,frutilla,,,
1022823,postre refrigerado indalimentos suspiro limeno 24 x 125g,"Hielo,Helados Y Postres",1.0,,,,postre refrigerado,,,,,,,125.0,,,,
1022801,postre refrigerado indalimentos mousse de chocolate/ frambuesa 24 x 90g,"Hielo,Helados Y Postres",1.0,,,,postre refrigerado,,,,,,,90.0,chocolate; frambuesa,,,
1022746,postre refrigerado indalimentos jalea frutilla con fruta 24 x 140g,"Hielo,Helados Y Postres",1.0,,,jalea,postre refrigerado,,,,,,,140.0,frutilla,,,
1022820,postre refrigerado indalimentos suspiro limeno 24 x 110g,"Hielo,Helados Y Postres",1.0,,,,postre refrigerado,,,,,,,110.0,,,,
1022781,postre refrigerado indalimentos jalea pina con fruta 24 x 140g,"Hielo,Helados Y Postres",1.0,,,jalea,postre refrigerado,,,,,,,140.0,piña,,,
1163679,postre refrigerado indalimentos postre cremoso sabor pie de limon 110g caja de 24 unidades,,0.4,,,,,,,,,,,,,,,
1022804,postre refrigerado indalimentos mousse frambuesa/chocolate 24 x 125g,"Hielo,Helados Y Postres",1.0,,,,postre refrigerado,,,,,,,125.0,chocolate; frambuesa,,,
1022740,postre refrigerado indalimentos jalea de durazno con fruta 24 x 140g,"Hielo,Helados Y Postres",1.0,,,jalea,postre refrigerado,,,,,,,140.0,durazno,,,
1022805,postre refrigerado indalimentos mousse frambuesa/chocolate 24 x 90g,"Hielo,Helados Y Postres",1.0,,,,postre refrigerado,,,,,,,90.0,chocolate; frambuesa,,,
1332446,postre refrigerado nestle chandelle chocolate 130 gr 20 unidades,"Hielo,Helados Y Postres",1.0,,nestle,chandelle,postre refrigerado,,,,20.0,,,130.0,chocolate,,,
969229,postre refrigerado soprole manjarate black 125 cc unidad,"Hielo,Helados Y Postres",1.0,,soprole,,postre refrigerado,,0.125,,,,,,,,,
1021162,postre refrigerado el vergel compota pote ind 113 grs 24 uds,"Hielo,Helados Y Postres",1.0,pote,el vergel,,postre refrigerado,,,,,,,113.0,,,,
1021161,postre refrigerado el vergel compota pote ind 113 grs 24 uds,"Hielo,Helados Y Postres",1.0,pote,el vergel,,postre refrigerado,,,,,,,113.0,,,,
1022785,postre refrigerado indalimentos leche asada/caramelo 24 x 110g,"Hielo,Helados Y Postres",1.0,,,leche; leche asada,postre refrigerado,,,,,,,110.0,caramelo,,,
1022742,postre refrigerado indalimentos jalea de frambuesa con fruta 24 x 120g,"Hielo,Helados Y Postres",1.0,,,jalea,postre refrigerado,,,,,,,120.0,frambuesa,,,
1301560,postre refrigerado indalimentos flan light/diet de toffee 110 g caja de 24 unidades,,0.8,,,,,,,,,,,,,,,
1101738,postre refrigerado nestle leche asada sabor caramelo 120 grs 20 unidades,"Hielo,Helados Y Postres",1.0,,nestle,leche; leche asada,postre refrigerado,,,,20.0,,,120.0,caramelo,,,
1163678,postre refrigerado indalimentos postre cremoso sabor pie de limon  125g caja de 24 unidades,,0.4,,,,,,,,,,,,,,,
1163683,postre refrigerado indalimentos postre cremoso sabor vainilla-coco c/salsa 150g caja de 24 unidades,,0.6,,,,,,,,,,,,,,,
1171456,postre refrigerado indalimentos mousse de manjar c/salsa frambuesa 125g caja de 24 unidades,,0.8,,,,,,,,,,,,,,,
1163675,postre refrigerado indalimentos postre cremoso sabor cheese cake c/salsa 150g caja de 24 unidades,,0.6,,,,,,,,,,,,,,,
1344947,postre refrigerado alcafood avena para uno con leche y manzanas 76 gr 36 unidades,"Hielo,Helados Y Postres",1.0,,,leche,postre refrigerado,,,,36.0,,,76.0,,,,
1301409,postre refrigerado indalimentos mousse de moka con salsa chocolate 90 g caja de 24 unidades,,0.4,,,,,,,,,,,,,,,
1163682,postre refrigerado indalimentos postre cremoso sabor vainilla-coco c/salsa 130g caja de 24 unidades,,0.6,,,,,,,,,,,,,,,
1301471,postre refrigerado indalimentos jalea con fruta manzana 120 g caja de 24 unidades,,0.8,,,,,,,,,,,,,,,
1171469,postre refrigerado indalimentos mousse de chocolate c/salsa chocolate 90g caja de 24 unidades,,0.6,,,,,,,,,,,,,,,
1301467,postre refrigerado indalimentos jalea con fruta durazno 120 g caja de 24 unidades,,0.8,,,,,,,,,,,,,,,
1163668,postre refrigerado indalimentos jalea light/diet de limon 120g caja de 24 unidades,,0.8,,,,,,,,,,,,,,,
1342691,postre refrigerado dila mote con huesillo 250 gr unidad,,0.6,,,,,,,,,,,,,,,
1163656,postre refrigerado indalimentos jalea de durazno 120g caja de 24 unidades,,0.8,,,,,,,,,,,,,,,
1301475,postre refrigerado indalimentos jalea de limon 120 g caja de 24 unidades,,0.8,,,,,,,,,,,,,,,
1163658,postre refrigerado indalimentos jalea de frutilla 120g caja de 24 unidades,,0.8,,,,,,,,,,,,,,,
1113209,postre refrigerado colun flan tres leches 100cc colun 48 unidades,"Hielo,Helados Y Postres",1.0,,colun,flan,postre refrigerado,,0.1,,48.0,,,,tres leches,,,
1163664,postre refrigerado indalimentos jalea de pina 120g caja de 24 unidades,,0.8,,,,,,,,,,,,,,,
1163685,postre refrigerado indalimentos semola con leche c/salsa frambuesa 115g caja de 24 unidades,,0.6,,,,,,,,,,,,,,,
1301374,postre refrigerado indalimentos flan de vainilla con salsa caramelo 110 g caja de 24 unidades,"Hielo,Helados Y Postres",1.0,caja,,flan,postre refrigerado,,,,24.0,,,110.0,caramelo; vainilla,,,
1111661,postre refrigerado nestle flan nestle caramelo 120 gms unidad,"Hielo,Helados Y Postres",1.0,,nestle,flan,postre refrigerado,,,,,,,,caramelo,,,
1111662,postre refrigerado nestle flan nestle vainilla 120 grs unidad,"Hielo,Helados Y Postres",1.0,,nestle,flan,postre refrigerado,,,,,,,120.0,vainilla,,,
1022761,postre refrigerado indalimentos jalea melon tuna con fruta 24 x 120g,,0.6,,,,,,,,,,,,,,,
1163676,postre refrigerado indalimentos postre cremoso manjar-almendras c/salsa caramelo 120g caja 24 unds,"Hielo,Helados Y Postres",1.0,caja,,,postre refrigerado,,,,,,,120.0,caramelo,,,
1022776,postre refrigerado indalimentos jalea pina con fruta 24 x 120g,"Hielo,Helados Y Postres",1.0,,,jalea,postre refrigerado,,,,,,,120.0,piña,,,
1163680,postre refrigerado indalimentos postre cremoso sabor tres leches c/salsa manjar 120g caja de 24 unid,,0.6,,,,,,,,,,,,,,,
969234,postre refrigerado soprole postre de leche manjar 150 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,leche,postre refrigerado,,,,,,,150.0,manjar,,,
1022770,postre refrigerado indalimentos jalea naranja con fruta 24 x 120g,"Hielo,Helados Y Postres",1.0,,,jalea,postre refrigerado,,,,,,,120.0,naranja,,,
969233,postre refrigerado soprole postre de leche chocolate 150 grs unidad,"Hielo,Helados Y Postres",1.0,,soprole,leche,postre refrigerado,,,,,,,150.0,chocolate,,,
1163677,postre refrigerado indalimentos postre cremoso manjar-almendras c/salsa caramelo 140g caja 24 unds,"Hielo,Helados Y Postres",1.0,caja,,,postre refrigerado,,,,,,,140.0,caramelo,,,
1163681,postre refrigerado indalimentos postre cremoso sabor tres leches c/salsa manjar 140g caja de 24 unid,,0.6,,,,,,,,,,,,,,,
1101737,postre refrigerado nestle semola con leche sabor berris 135 grs 36 unidades,"Hielo,Helados Y Postres",1.0,,nestle,leche,postre refrigerado,,,,36.0,,,135.0,,,,
